SPAWN EXTRACTION REPORT
======================================================================

Graph Points: 5345 extracted from original game graph

Only in original (3295):
  DV_zone_mine_gravitational (section=zone_mine_gravitational_average, gvid=1435, level=l04_darkvalley)
    Generated: 196 bytes, gvid=4708, lvid=418153
  trc_sim_20 (level=k02_trucks_cemetery):
    Original: 197 bytes, gvid=5297, lvid=725680
    Generated: 198 bytes, gvid=4708, lvid=908948
  trc_sim_20_camp (level=k02_trucks_cemetery):
    Original: 153 bytes, gvid=5102, lvid=255748
    Generated: 154 bytes, gvid=4708, lvid=908948
  trc_sim_20_campfire_1 (level=k02_trucks_cemetery):
    Original: 176 bytes, gvid=5297, lvid=729458
    Generated: 176 bytes, gvid=4708, lvid=908948
  trc_sim_20_surge_hide_1 (level=k02_trucks_cemetery):
    Original: 171 bytes, gvid=5102, lvid=255748
    Generated: 171 bytes, gvid=4708, lvid=908948
  trc_sim_20_surge_hide_2 (level=k02_trucks_cemetery):
    Original: 171 bytes, gvid=5102, lvid=255748
    Generated: 171 bytes, gvid=4708, lvid=908948
  trc_sim_21 (level=k02_trucks_cemetery):
    Original: 197 bytes, gvid=5302, lvid=900496
    Generated: 198 bytes, gvid=4708, lvid=909082
  trc_sim_2_camp (level=k02_trucks_cemetery):
    Original: 152 bytes, gvid=5102, lvid=255748
    Generated: 153 bytes, gvid=4708, lvid=437978
  trc_sim_2_campfire_1 (level=k02_trucks_cemetery):
    Original: 175 bytes, gvid=5295, lvid=331492
    Generated: 175 bytes, gvid=4708, lvid=437978
  trc_sim_3 (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5133, lvid=178814
    Generated: 196 bytes, gvid=4708, lvid=908811
  trc_sim_4 (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5227, lvid=820995
    Generated: 196 bytes, gvid=4708, lvid=684715
  trc_sim_5 (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5192, lvid=630058
    Generated: 196 bytes, gvid=4708, lvid=909125
  trc_sim_6 (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5176, lvid=716170
    Generated: 196 bytes, gvid=4708, lvid=908948
  trc_sim_7 (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5299, lvid=849037
    Generated: 196 bytes, gvid=4708, lvid=909082
  trc_sim_8 (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5245, lvid=415818
    Generated: 196 bytes, gvid=4708, lvid=908998
  trc_sim_9 (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5128, lvid=441169
    Generated: 196 bytes, gvid=4708, lvid=908734
  trc_zone_burning_fuzz_average (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5200, lvid=489535
    Generated: 282 bytes, gvid=4708, lvid=908407
  trc_zone_burning_fuzz_average_0000 (level=k02_trucks_cemetery):
    Original: 286 bytes, gvid=5136, lvid=204629
    Generated: 287 bytes, gvid=4708, lvid=908485
  trc_zone_burning_fuzz_average_0001 (level=k02_trucks_cemetery):
    Original: 286 bytes, gvid=5202, lvid=442088
    Generated: 287 bytes, gvid=4708, lvid=908736
  trc_zone_burning_fuzz_strong_0000 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5135, lvid=260041
    Generated: 282 bytes, gvid=4708, lvid=908983
  trc_zone_burning_fuzz_strong_0001 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5150, lvid=320830
    Generated: 282 bytes, gvid=4708, lvid=908983
  trc_zone_burning_fuzz_strong_0002 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5106, lvid=319280
    Generated: 282 bytes, gvid=4708, lvid=816657
  trc_zone_burning_fuzz_strong_0003 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5250, lvid=279498
    Generated: 282 bytes, gvid=4708, lvid=908983
  trc_zone_burning_fuzz_strong_0004 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5219, lvid=429497
    Generated: 282 bytes, gvid=4708, lvid=733015
  trc_zone_burning_fuzz_strong_0005 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5298, lvid=372863
    Generated: 282 bytes, gvid=4708, lvid=908993
  trc_zone_burning_fuzz_strong_0006 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5251, lvid=367364
    Generated: 282 bytes, gvid=4708, lvid=908985
  trc_zone_burning_fuzz_strong_0007 (level=k02_trucks_cemetery):
    Original: 281 bytes, gvid=5224, lvid=583848
    Generated: 282 bytes, gvid=4708, lvid=909116
  trc_zone_burning_fuzz_weak_0000 (level=k02_trucks_cemetery):
    Original: 279 bytes, gvid=5135, lvid=263800
    Generated: 280 bytes, gvid=4708, lvid=908983
  trc_zone_burning_fuzz_weak_0001 (level=k02_trucks_cemetery):
    Original: 279 bytes, gvid=5153, lvid=588186
    Generated: 280 bytes, gvid=4708, lvid=909116
  trc_zone_burning_fuzz_weak_0002 (level=k02_trucks_cemetery):
    Original: 279 bytes, gvid=5250, lvid=245846
    Generated: 280 bytes, gvid=4708, lvid=908487
  trc_zone_burning_fuzz_weak_0003 (level=k02_trucks_cemetery):
    Original: 279 bytes, gvid=5251, lvid=311305
    Generated: 280 bytes, gvid=4708, lvid=908983
  trc_zone_burning_fuzz_weak_0004 (level=k02_trucks_cemetery):
    Original: 279 bytes, gvid=5201, lvid=418376
    Generated: 280 bytes, gvid=4708, lvid=908720
  trc_zone_burning_fuzz_weak_0005 (level=k02_trucks_cemetery):
    Original: 279 bytes, gvid=5251, lvid=367369
    Generated: 280 bytes, gvid=4708, lvid=908988
  trc_zone_field_acidic_average (level=k02_trucks_cemetery):
    Original: 185 bytes, gvid=5263, lvid=35127
    Generated: 186 bytes, gvid=4708, lvid=909029
  trc_zone_field_acidic_average_0000 (level=k02_trucks_cemetery):
    Original: 190 bytes, gvid=5263, lvid=30423
    Generated: 191 bytes, gvid=4708, lvid=909029
  trc_zone_field_acidic_strong_0000 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5263, lvid=44202
    Generated: 189 bytes, gvid=4708, lvid=909035
  trc_zone_field_acidic_weak (level=k02_trucks_cemetery):
    Original: 179 bytes, gvid=5263, lvid=36949
    Generated: 180 bytes, gvid=4708, lvid=909029
  trc_zone_field_acidic_weak_0000 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5263, lvid=25828
    Generated: 185 bytes, gvid=4708, lvid=909029
  trc_zone_field_acidic_weak_0001 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5262, lvid=41476
    Generated: 185 bytes, gvid=4708, lvid=909032
  trc_zone_field_acidic_weak_0002 (level=k02_trucks_cemetery):
    Original: 184 bytes, gvid=5263, lvid=19096
    Generated: 185 bytes, gvid=4708, lvid=909029
  trc_zone_field_radioactive_average (level=k02_trucks_cemetery):
    Original: 195 bytes, gvid=5251, lvid=380596
    Generated: 196 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_average_0000 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5252, lvid=414164
    Generated: 201 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_average_0001 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5152, lvid=422354
    Generated: 201 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_average_0002 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5252, lvid=462612
    Generated: 201 bytes, gvid=4708, lvid=908743
  trc_zone_field_radioactive_average_0003 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5251, lvid=373736
    Generated: 201 bytes, gvid=4708, lvid=908997
  trc_zone_field_radioactive_average_0004 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=337117
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0005 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=322859
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0006 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=303504
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0007 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5251, lvid=354969
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0008 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5251, lvid=348131
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0009 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5251, lvid=334227
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0010 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=283230
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0011 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=277555
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0012 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=272007
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0013 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=265720
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0014 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5250, lvid=257299
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_average_0015 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5149, lvid=241151
    Generated: 201 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_average_0016 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5249, lvid=221412
    Generated: 201 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_average_0017 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5249, lvid=218495
    Generated: 201 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_average_0018 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5294, lvid=245004
    Generated: 201 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_average_0019 (level=k02_trucks_cemetery):
    Original: 200 bytes, gvid=5138, lvid=347837
    Generated: 201 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_strong (level=k02_trucks_cemetery):
    Original: 193 bytes, gvid=5251, lvid=375673
    Generated: 194 bytes, gvid=4708, lvid=908995
  trc_zone_field_radioactive_strong_0000 (level=k02_trucks_cemetery):
    Original: 198 bytes, gvid=5251, lvid=332219
    Generated: 199 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_strong_0001 (level=k02_trucks_cemetery):
    Original: 198 bytes, gvid=5186, lvid=505255
    Generated: 199 bytes, gvid=4708, lvid=908421
  trc_zone_field_radioactive_strong_0002 (level=k02_trucks_cemetery):
    Original: 198 bytes, gvid=5301, lvid=537128
    Generated: 199 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_strong_0003 (level=k02_trucks_cemetery):
    Original: 198 bytes, gvid=5105, lvid=288086
    Generated: 199 bytes, gvid=4708, lvid=776841
  trc_zone_field_radioactive_strong_0004 (level=k02_trucks_cemetery):
    Original: 198 bytes, gvid=5138, lvid=343927
    Generated: 199 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak (level=k02_trucks_cemetery):
    Original: 189 bytes, gvid=5252, lvid=502666
    Generated: 190 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0000 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5252, lvid=462611
    Generated: 195 bytes, gvid=4708, lvid=908743
  trc_zone_field_radioactive_weak_0001 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5152, lvid=426689
    Generated: 195 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_weak_0002 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5252, lvid=417014
    Generated: 195 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_weak_0003 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5251, lvid=373733
    Generated: 195 bytes, gvid=4708, lvid=908997
  trc_zone_field_radioactive_weak_0004 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5251, lvid=380596
    Generated: 195 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_weak_0005 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5251, lvid=349097
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0006 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5251, lvid=332259
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0007 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5250, lvid=296312
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0008 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5250, lvid=273883
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0009 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5250, lvid=337119
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0010 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5250, lvid=280388
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0011 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5249, lvid=224175
    Generated: 195 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_weak_0012 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5249, lvid=220487
    Generated: 195 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_weak_0013 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5294, lvid=245905
    Generated: 195 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_weak_0014 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5149, lvid=241150
    Generated: 195 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_weak_0015 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5250, lvid=301459
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0016 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5156, lvid=569550
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0017 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5160, lvid=613861
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0018 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5159, lvid=611090
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0019 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5178, lvid=581263
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0020 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5158, lvid=527126
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0021 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5143, lvid=500311
    Generated: 195 bytes, gvid=4708, lvid=908410
  trc_zone_field_radioactive_weak_0022 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5300, lvid=546025
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0023 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5178, lvid=607415
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0024 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5224, lvid=606349
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0025 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5224, lvid=608162
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0026 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5223, lvid=606340
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0027 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5223, lvid=607249
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0028 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5223, lvid=607246
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0029 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5211, lvid=602836
    Generated: 195 bytes, gvid=4708, lvid=882811
  trc_zone_field_radioactive_weak_0030 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5211, lvid=600292
    Generated: 195 bytes, gvid=4708, lvid=816937
  trc_zone_field_radioactive_weak_0031 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5195, lvid=598577
    Generated: 195 bytes, gvid=4708, lvid=705737
  trc_zone_field_radioactive_weak_0032 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5230, lvid=596851
    Generated: 195 bytes, gvid=4708, lvid=638439
  trc_zone_field_radioactive_weak_0033 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5217, lvid=587489
    Generated: 195 bytes, gvid=4708, lvid=505843
  trc_zone_field_radioactive_weak_0034 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5221, lvid=518716
    Generated: 195 bytes, gvid=4708, lvid=908424
  trc_zone_field_radioactive_weak_0035 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5221, lvid=518712
    Generated: 195 bytes, gvid=4708, lvid=908424
  trc_zone_field_radioactive_weak_0036 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5228, lvid=512857
    Generated: 195 bytes, gvid=4708, lvid=564675
  trc_zone_field_radioactive_weak_0037 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5196, lvid=538731
    Generated: 195 bytes, gvid=4708, lvid=678876
  trc_zone_field_radioactive_weak_0038 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5222, lvid=544915
    Generated: 195 bytes, gvid=4708, lvid=851492
  trc_zone_field_radioactive_weak_0039 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5194, lvid=570059
    Generated: 195 bytes, gvid=4708, lvid=823683
  trc_zone_field_radioactive_weak_0040 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5193, lvid=547716
    Generated: 195 bytes, gvid=4708, lvid=906898
  trc_zone_field_radioactive_weak_0041 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5225, lvid=601216
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0042 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5204, lvid=651029
    Generated: 195 bytes, gvid=4708, lvid=908931
  trc_zone_field_radioactive_weak_0043 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5187, lvid=595282
    Generated: 195 bytes, gvid=4708, lvid=909121
  trc_zone_field_radioactive_weak_0044 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5188, lvid=664665
    Generated: 195 bytes, gvid=4708, lvid=908937
  trc_zone_field_radioactive_weak_0045 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5177, lvid=669997
    Generated: 195 bytes, gvid=4708, lvid=908943
  trc_zone_field_radioactive_weak_0046 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5184, lvid=700638
    Generated: 195 bytes, gvid=4708, lvid=908948
  trc_zone_field_radioactive_weak_0047 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5160, lvid=645912
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0048 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5162, lvid=613956
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0049 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5162, lvid=624486
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0050 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5162, lvid=611269
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0051 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5161, lvid=591853
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0052 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5155, lvid=537414
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0053 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5155, lvid=538322
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0054 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5248, lvid=517400
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0055 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5248, lvid=513332
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0056 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5244, lvid=387963
    Generated: 195 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_weak_0057 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5244, lvid=404025
    Generated: 195 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_weak_0058 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5136, lvid=225766
    Generated: 195 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_weak_0059 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5125, lvid=235144
    Generated: 195 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_weak_0060 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5238, lvid=290942
    Generated: 195 bytes, gvid=4708, lvid=907563
  trc_zone_field_radioactive_weak_0061 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5120, lvid=308812
    Generated: 195 bytes, gvid=4708, lvid=906096
  trc_zone_field_radioactive_weak_0062 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5115, lvid=279904
    Generated: 195 bytes, gvid=4708, lvid=906068
  trc_zone_field_radioactive_weak_0063 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5107, lvid=226369
    Generated: 195 bytes, gvid=4708, lvid=826809
  trc_zone_field_radioactive_weak_0064 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5193, lvid=572524
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0065 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5228, lvid=537763
    Generated: 195 bytes, gvid=4708, lvid=508838
  trc_zone_field_radioactive_weak_0066 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5217, lvid=562547
    Generated: 195 bytes, gvid=4708, lvid=508862
  trc_zone_field_radioactive_weak_0067 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5190, lvid=547749
    Generated: 195 bytes, gvid=4708, lvid=909116
  trc_zone_field_radioactive_weak_0068 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5191, lvid=640257
    Generated: 195 bytes, gvid=4708, lvid=908931
  trc_zone_field_radioactive_weak_0069 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5185, lvid=694102
    Generated: 195 bytes, gvid=4708, lvid=908948
  trc_zone_field_radioactive_weak_0070 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5168, lvid=708219
    Generated: 195 bytes, gvid=4708, lvid=908948
  trc_zone_field_radioactive_weak_0071 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5161, lvid=623406
    Generated: 195 bytes, gvid=4708, lvid=909125
  trc_zone_field_radioactive_weak_0072 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5246, lvid=428161
    Generated: 195 bytes, gvid=4708, lvid=908727
  trc_zone_field_radioactive_weak_0073 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5245, lvid=407082
    Generated: 195 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_weak_0074 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5146, lvid=407882
    Generated: 195 bytes, gvid=4708, lvid=908998
  trc_zone_field_radioactive_weak_0075 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5243, lvid=333968
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_radioactive_weak_0076 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5125, lvid=223918
    Generated: 195 bytes, gvid=4708, lvid=908487
  trc_zone_field_radioactive_weak_0077 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5238, lvid=283781
    Generated: 195 bytes, gvid=4708, lvid=907563
  trc_zone_field_radioactive_weak_0078 (level=k02_trucks_cemetery):
    Original: 194 bytes, gvid=5138, lvid=322612
    Generated: 195 bytes, gvid=4708, lvid=908983
  trc_zone_field_thermal_average (level=k02_trucks_cemetery):
    Original: 187 bytes, gvid=5243, lvid=339946
    Generated: 188 bytes, gvid=4708, lvid=908983
  trc_zone_field_thermal_average_0000 (level=k02_trucks_cemetery):
    Original: 192 bytes, gvid=5294, lvid=224280
    Generated: 193 bytes, gvid=4708, lvid=908487
  trc_zone_field_thermal_average_0001 (level=k02_trucks_cemetery):
    Original: 192 bytes, gvid=5226, lvid=799285
    Generated: 193 bytes, gvid=4708, lvid=477987
  trc_zone_field_thermal_weak (level=k02_trucks_cemetery):
    Original: 181 bytes, gvid=5251, lvid=280523
    Generated: 182 bytes, gvid=4708, lvid=908983
  trc_zone_field_thermal_weak_0000 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5251, lvid=287818
    Generated: 187 bytes, gvid=4708, lvid=908983
  trc_zone_field_thermal_weak_0001 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5207, lvid=794206
    Generated: 187 bytes, gvid=4708, lvid=522913
  trc_zone_field_thermal_weak_0002 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5226, lvid=787353
    Generated: 187 bytes, gvid=4708, lvid=471803
  trc_zone_field_thermal_weak_0003 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5207, lvid=777127
    Generated: 187 bytes, gvid=4708, lvid=522896
  trc_zone_mine_acidic_average (level=k02_trucks_cemetery):
    Original: 183 bytes, gvid=5263, lvid=30436
    Generated: 184 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_average_0000 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5263, lvid=36038
    Generated: 189 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_average_0001 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5263, lvid=27607
    Generated: 189 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_average_0002 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5263, lvid=38764
    Generated: 189 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_average_0003 (level=k02_trucks_cemetery):
    Original: 188 bytes, gvid=5263, lvid=50789
    Generated: 189 bytes, gvid=4708, lvid=909041
  trc_zone_mine_acidic_strong (level=k02_trucks_cemetery):
    Original: 181 bytes, gvid=5263, lvid=46039
    Generated: 182 bytes, gvid=4708, lvid=909036
  trc_zone_mine_acidic_strong_0000 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5263, lvid=37881
    Generated: 187 bytes, gvid=4708, lvid=909029
  trc_zone_mine_acidic_strong_0001 (level=k02_trucks_cemetery):
    Original: 186 bytes, gvid=5263, lvid=24102
